"6928039","4500001279","Boston","6928040","Year 1 Expenses","04/16/2013","03/31/2014","0","0","0","0","0","0","0","0","0","6928040"
"","","University","","","","","","","","","","","","","",""
"","","","","","","Page 24 of 67, Wednesday, September 10, 2014","","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","","Department: Mechanical Engineering","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6928039","4500001279","Boston","6928338","Year 1 Expenses","04/16/2013","03/31/2014","16,773","28,521","10,187","60,262","48,154","163,896","171,085","163,896","7,189","6928338"
"","","University","","- Kamm","","","","","","","","","","","",""
"6928039","4500001555","Boston","6930070","Yr 2: Modeling","04/01/2014","03/31/2015","2,532","","","","1,418","3,950","0","3,950","-3,950","6930070"
"","","University","","Bi-Directional","","","","","","","","","","","",""
"","","","","Signaling","","","","","","","","","","","",""
"6928039","4500001279","Boston","6930176","Year 2 Expenses","04/01/2014","03/31/2015","7,305","18,375","6,707","7,268","18,137","57,791","175,271","57,791","117,480","6930176"
"","","University","","- Kamm","","","","","","","","","","","",""
"6928134","BILLING","Massachuset","6928134","Elliott Greenblatt","06/01/2013","08/31/2013","8,791","","","","396","9,187","9,187","9,187","0","6928134"
"","AGRMT.","ts General","","Off- Campus Ra -","","","","","","","","","","","",""
"","DTD.","Hospital","","Summ","","","","","","","","","","","",""
"","07/01/1","","","","","","","","","","","","","","",""
"6928573","217768","Massachuset","6928573","Elliott Greenblatt","09/01/2013","01/15/2014","13,187","","","10,802","593","24,583","24,583","24,583","-0","6928573"
"","","ts General","","Off- Campus Ra -","","","","","","","","","","","",""
"","","Hospital","","Fall","","","","","","","","","","","",""
"6928836","223092","Massachuset","6928836","Imaging The","09/01/2013","08/31/2014","","","","7,174","4,017","11,191","0","11,191","-11,191","6928836"
"","","ts General","","Elastic Properties","","","","","","","","","","","",""
"","","Hospital","","Of Cells","","","","","","","","","","","",""
"6928836","223092","Massachuset","6928875","Title: Yr 1:","09/01/2013","08/31/2014","","","","21,371","11,968","33,339","25,594","33,339","-7,745","6928875"
"","","ts General","","Imaging The","","","","","","","","","","","",""
"","","Hospital","","Elastic Propert","","","","","","","","","","","",""
"6929529","218341","Massachuset","6929529","Elliot Greenblatt","01/16/2014","05/31/2014","13,187","","","10,803","593","24,583","25,079","24,583","496","6929529"
"","","ts General","","Off - Campus Ra","","","","","","","","","","","",""
"","","Hospital","","- Spri","","","","","","","","","","","",""
"6930169","218341","Massachuset","6930169","Elliot Greenblatt","06/01/2014","08/31/2014","","","","","","0","9,483","0","9,483","6930169"
"","","ts General","","Off - Campus Ra","","","","","","","","","","","",""
"","","Hospital","","- Summ","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","123,720","119,901","40,027","234,174","209,222","727,044","1,104,635","1,896,663","-792,028",""
"Supervisor: Kamrin /Kenneth N","","","","","","","","","","","","","",""
"P065007","Mechanical Engineering (Ras) D","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6927119","CBET-1253","NSF","6927119","Career:","06/01/2013","05/31/2018","10,015","4,409","1,235","5,853","8,769","30,281","420,000","34,079","385,921","6927119"
"","228","","","Predicting","","","","","","","","","","","",""
"","","","","Granular Flows:","","","","","","","","","","","",""
"","","","","Amorp","","","","","","","","","","","",""
"6927765","SUBCONT","Argonne","6927828","Child: Kamrin","04/30/2013","12/13/2014","24,447","6,396","1,791","24,211","19,734","76,578","120,180","98,099","22,081","6927828"
"","RACT NO.","National","","","","","","","","","","","","","",""
"","3F-31144","Laboratory","","","","","","","","","","","","","",""
"6929887","W911NF-14","Army","6929887","Toward","04/01/2014","03/31/2015","","4,167","1,521","","0","5,688","50,000","5,688","44,312","6929887"
"","-1-0205","Research","","Theoretical","","","","","","","","","","","",""
"","","Office","","Foundations Of","","","","","","","","","","","",""
"","","","","Resist","","","","","","","","","","","",""
"","","","","","","Page 25 of 67, Wednesday, September 10, 2014","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","","Department: Mechanical Engineering","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6930179","AGMT.","Schlumberge","6930179","Solid Flow","06/01/2014","05/31/2015","","","","","","0","127,781","0","127,781","6930179"
"","DTD.","r","","Modeling Of","","","","","","","","","","","",""
"","6/23/14","Technology","","Pump","","","","","","","","","","","",""
"","","Corporation","","Valves/Seats","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","34,462","14,972","4,546","30,063","28,503","112,546","717,962","137,866","580,095",""
"Supervisor: Karnik /Rohit","","","","","","","","","","","","","",""
"P065002","Mech Engineering Research Admin Services","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"3978635","AGMT.","King Fahd","6918322","Clean Water 2.2 -","09/01/2008","07/31/2009","0","0","0","0","0","0","84,076","84,076","0","6918322"
"","DTD.","University of","","Karnik","","","","","","","","","","","",""
"","6/19/08","Petroleum","","","","","","","","","","","","","",""
"","","and Minerals","","","","","","","","","","","","","",""
"P065003","King Fahd Univ. Of Petroleum And Mineral","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"3978635","AGMT.","King Fahd","6920051","R10-Cw-09-2","09/01/2008","07/31/2015","66,222","10,391","2,763","102,791","74,689","256,857","1,081,367","1,082,481","-1,114","6920051"
"","DTD.","University of","","","","","","","","","","","","","",""
"","6/19/08","Petroleum","","","","","","","","","","","","","",""
"","","and Minerals","","","","","","","","","","","","","",""
"3978635","AGMT.","King Fahd","6922165","Fabricated","04/01/2010","07/31/2011","","","","0","","0","14,346","14,346","0","6922165"
"","DTD.","University of","","Equipment - Cvd","","","","","","","","","","","",""
"","6/19/08","Petroleum","","System For Gr","","","","","","","","","","","",""
"","","and Minerals","","","","","","","","","","","","","",""
"P065005","Mechanical Engineering (Ras) B","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6921426","CBET-0952","NSF","6921426","Career: Cell","02/12/2010","01/31/2015","1,332","5,983","1,612","3,444","8,303","20,675","400,000","403,710","-3,710","6921426"
"","493","","","Separation By","","","","","","","","","","","",""
"","","","","Rolling On As","","","","","","","","","","","",""
"6922066","105888","Brigham &","6922066","Engineered","06/01/2010","05/31/2014","15,319","5,571","1,194","16,010","24,068","62,162","358,949","373,204","-14,255","6922066"
"","","Women's","","Induction Of A","","","","","","","","","","","",""
"","","Hospital","","Stem Cell Homi","","","","","","","","","","","",""
"6925790","107958","Brigham &","6925790","Development Of","04/15/2012","03/31/2015","30,743","53,075","18,249","56,903","82,966","241,936","599,084","508,475","90,609","6925790"
"","","Women's","","Fcrn-Targeted","","","","","","","","","","","",""
"","","Hospital","","Nanoparticl","","","","","","","","","","","",""
"","","","","","","Page 26 of 67, Wednesday, September 10, 2014","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","","Department: Mechanical Engineering","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6925914","DE-SC0008","DOE -","6925914","Graphene","07/01/2012","06/30/2015","57,050","5,550","472","56,830","45,234","165,136","450,000","323,107","126,893","6925914"
"","059","Chicago","","Membranes With","","","","","","","","","","","",""
"","","","","Tunable","","","","","","","","","","","",""
"","","","","Nanomete","","","","","","","","","","","",""
"6927259","PO","Lincoln","6927259","Nanufluidic","01/01/2013","08/31/2013","-1,998","","","-555","-1,430","-3,982","22,890","22,890","-0","6927259"
"","7000229853","Laboratory","","Devices For","","","","","","","","","","","",""
"","","","","Rapid Sizing Of","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","168,669","80,570","24,291","235,424","233,831","742,785","3,010,711","2,812,289","198,422",""
"Supervisor: Kim /Sang-Gook","","","","","","","","","","","","","",""
"P065003","King Fahd Univ. Of Petroleum And Mineral","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"3978635","AGMT.","King Fahd","6918330","R8-Ce-09","09/01/2008","09/30/2011","0","0","0","0","0","0","400,000","400,000","-0","6918330"
"","DTD.","University of","","","","","","","","","","","","","",""
"","6/19/08","Petroleum","","","","","","","","","","","","","",""
"","","and Minerals","","","","","","","","","","","","","",""
"P065005","Mechanical Engineering (Ras) B","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6923889","AGRMT","Analog","6929836","Sang-Gook Kim","05/06/2011","08/05/2014","5,435","","","2,462","3,044","10,941","25,000","10,941","14,059","6929836"
